Product Name,29113425
Station Name,EOL
Serial Number,!202990121!_V29113441
DateTime,20210307_193001
Total Test Time,281.400000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Read W Current,2.642,,-500,500,Passed,0.135
Set_W_DutyCycle= 0.46,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],2247,,2100,2500,Passed,0.047
Read W Current,141.624,,-500,500,Passed,0.134
Set_W_DutyCycle= 0.455,,,,,Passed,0.159
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],2458,,2300,2700,Passed,0.048
Read W Current,292.140,,-500,500,Passed,0.135
Set_W_DutyCycle= 0.452,,,,,Passed,0.163
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],2602,,2500,2900,Passed,0.049
Read W Current,394.755,,-500,500,Passed,0.135
DutyCycle OFF,,,,,Passed,0.162
FTCIVDC_ExtPwmOnOff3C,,,,,Passed,0.160
Set FTSMACS_FtModeReqBypassOnOffC=0,,,,,Passed,0.165
Set FTSMACS_FtModeReqBypassValueC=4,,,,,Passed,0.165
Wait,,,,,Passed,2.017
Read Correction U,0.702,,0.5,1,Passed,0.048
Current_Caculation,,,,,Passed,0.037
Read Correction V,0.715,,0.5,1,Passed,0.049
Current_Caculation,,,,,Passed,0.037
Read Correction W,0.716,,0.5,1,Passed,0.049
Current_Caculation,,,,,Passed,0.036
Wait,,,,,Passed,0.516
get_gain,,,,,Passed,0.020
Set FSMABLV_UbatLVCorGainC,,,,,Passed,0.162
Wait,,,,,Passed,0.517
get_gain,,,,,Passed,0.020
Set FSMABLV_UbatLVCorOffsetC,,,,,Passed,0.159
Wait,,,,,Passed,0.517
get_gain,,,,,Passed,0.021
Set FSEABHV_UbatHVCorGainC,,,,,Passed,0.161
Set FTEABHV_UbatHVCorGainC,,,,,Passed,0.168
Set SAMTBHV_GainCorrnC,,,,,Passed,0.161
get_gain,,,,,Passed,0.020
Set FSEABHV_UbatHVCorOffsetC,,,,,Passed,0.160
Set FTEABHV_UbatHVCorOffsetC,,,,,Passed,0.164
Set SAMTBHV_A2DOffsetVoltageC,,,,,Passed,0.165
get_gain,,,,,Passed,0.019
Set FTEAMPI_A2DGainIsuLC,,,,,Passed,0.160
Set SAMTLCS_A2DGainIsuLC,,,,,Passed,0.165
get_gain,,,,,Passed,0.020
Set FTEAMPI_A2DGainIsvLC,,,,,Passed,0.162
Set SAMTLCS_A2DGainIsvLC,,,,,Passed,0.163
get_gain,,,,,Passed,0.019
Set FTEAMPI_A2DGainIswLC,,,,,Passed,0.160
Set SAMTLCS_A2DGainIswLC,,,,,Passed,0.163
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.164
Wait,,,,,Passed,0.167
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.159
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.320
Set UDS_bRoutineActive=1,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Read FSSMACS_AclState,31,,30,50,Passed,0.026
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.163
Set MAIN_u16ModeReq=0,,,,,Passed,0.028
Set MAIN_u16ModeReq=0,,,,,Passed,0.173
Wait,,,,,Passed,0.518
Set MAIN_u16WriteTrimEnaC=5A07,,,,,Passed,0.167
Set MAIN_u16WriteTrimEnaC=5A07,,,,,Passed,0.163
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=0,,,,,Passed,0.167
Set MAIN_MSGu8PowerMode=0,,,,,Passed,0.171
Wait,,,,,Passed,0.167
MAIN_bShutDownReq=1,,,,,Passed,0.175
MAIN_bShutDownReq=1,,,,,Passed,0.176
Wait,,,,,Passed,0.517
HV_Source OFF,,,,,Passed,0.057
HV_Channel OFF,,,,,Passed,0.131
Switch OFF HV_21,,,,,Passed,0.132
Switch OFF HV_22,,,,,Passed,0.133
Read FSMABLV_UbatLVCorGainC,0.980,,0.9,1.1,Passed,0.021
Read FSMABLV_UbatLVCorOffsetC,55.675,,-60,100,Passed,0.020
Read HV_CorGainC,1.0165,,0.9,1.2,Passed,0.020
Read HV_CorOffsetC,-15.350,,-50,50,Passed,0.021
Read FTEAMPI_A2DGainIsuLC,1.0319,,0.9,1.1,Passed,0.021
Read FTEAMPI_A2DGainIsvLC,1.0327,,0.9,1.1,Passed,0.020
Read FTEAMPI_A2DGainIswLC,1.0395,,0.9,1.1,Passed,0.020
Read SAMTLCS_A2DGainIsuLC,1.0319,,0.9,1.1,Passed,0.020
Read SAMTLCS_A2DGainIsvLC,1.0327,,0.9,1.1,Passed,0.020
Read SAMTLCS_A2DGainIswLC,1.0395,,0.9,1.1,Passed,0.020
Disconnect,,,,,Passed,2.824
12V_DC_Source,,,,,Passed,0.117
Wait,,,,,Passed,0.517
Switch OFF 12V_8,,,,,Passed,0.134
Switch OFF 12V_9,,,,,Passed,0.132
Wait,,,,,Passed,0.518
Switch On 12V_8,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.136
Voltage=12.5V,,,,,Passed,0.142
Current=5A,,,,,Passed,0.112
12V_DC_Source,,,,,Passed,0.101
Wait,,,,,Passed,0.521
Wake up,,,,,Passed,1.052
Wait,,,,,Passed,0.518
Connect DUT,,,,,Passed,4.929
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Wait,,,,,Passed,1.517
FSMABLV_UbatLVCorGainC,1,,1,1,Passed,0.040
FSMABLV_UbatLVCorOffsetC,1,,1,1,Passed,0.040
HV_CorGainC,1,,1,1,Passed,0.040
HV_CorOffsetC,1,,1,1,Passed,0.040
FTEAMPI_A2DGainIsuLC,1,,1,1,Passed,0.040
FTEAMPI_A2DGainIsvLC,1,,1,1,Passed,0.043
FTEAMPI_A2DGainIswLC,1,,1,1,Passed,0.040
SAMTLCS_A2DGainIsuLC,1,,1,1,Passed,0.040
SAMTLCS_A2DGainIsvLC,1,,1,1,Passed,0.040
SAMTLCS_A2DGainIswLC,1,,1,1,Passed,0.040
HV_Channel ON,,,,,Passed,0.131
HV_Source ON,,,,,Passed,0.045
Voltage=12.5V,,,,,Passed,0.141
Switch On HV_36,,,,,Passed,0.135
Switch On HV_38,,,,,Passed,0.135
Apply HV Battery = 360V,,,,,Passed,0.046
Apply HV Battery =25A,,,,,Passed,0.045
HV_Source ON,,,,,Passed,0.045
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.158
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.164
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.180
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.174
Wait,,,,,Passed,0.517
Set FTEOMEP_DvSoftActivationC=1,,,,,Passed,0.158
Set FTEOMEP_CurPhaFrqHzDvC=100Hz,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Set MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.161
Wait,,,,,Passed,0.516
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.159
Wait,,,,,Passed,0.517
Set FSSMACS_BenchIpmMgrOperValC=4,,,,,Passed,0.158
Set MAIN_u16ModeReq=1,,,,,Passed,0.173
Wait,,,,,Passed,0.517
Set FTASDPM_IqDeratingMaxC=1100,,,,,Passed,0.160
Set FTASDPM_IqDeratingMinC=-1100,,,,,Passed,0.164
Set FTASDPM_IdDeratingMaxC=1100,,,,,Passed,0.164
Set FTASDPM_IdDeratingMinC=-1100,,,,,Passed,0.163
Wait,,,,,Passed,1.017
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Set FSTCGTC_BenchPhaCurTgtC=500,,,,,Passed,0.178
Wait,,,,,Passed,3.017
Set FSTCGTC_BenchPhaCurTgtC=525,,,,,Passed,0.162
Set 30S Read FSSMACS_AclState,50,,30,50,Passed,26.102
Check FSMAPMT_PmTemp,66.328,,40,90,Passed,0.030
Read MAIN_VSIRxaFaultBOverUnderCurUl,ON,,OFF,,Passed,0.026
Read MAIN_VSIRxaFaultBOverUnderCurUr,ON,,OFF,,Passed,0.027
Read MAIN_VSIRxaFaultBOverUnderCurVl,ON,,OFF,,Passed,0.026
Read MAIN_VSIRxaFaultBOverUnderCurVr,ON,,OFF,,Passed,0.026
Read MAIN_VSIRxaFaultBOverUnderCurWl,ON,,OFF,,Passed,0.027
Read MAIN_VSIRxaFaultBOverUnderCurWr,ON,,OFF,,Passed,0.026
Set FSTCGTC_BenchPhaCurTgtC=0,,,,,Passed,0.160
Disconnect,,,,,Passed,2.064
Wait,,,,,Passed,0.527
HV_Source OFF,,,,,Passed,0.057
Wait,,,,,Passed,0.516
HV_Channel OFF,,,,,Passed,0.135
Wait,,,,,Passed,0.527
Switch OFF HV_36,,,,,Passed,0.139
Switch OFF HV_38,,,,,Passed,0.130
12V_DC_Source,,,,,Passed,0.109
Wait,,,,,Passed,0.517
Switch OFF 12V_8,,,,,Passed,0.137
Switch OFF 12V_9,,,,,Passed,0.132
Switch OFF Current measure,,,,,Passed,0.132
Disconnect,,,,,Passed,0.020
Switch On 12V_8,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.131
Switch On 14,,,,,Passed,0.132
12V_DC_Source,,,,,Passed,0.092
Voltage=12.5V,,,,,Passed,0.159
Current=5A,,,,,Passed,0.100
12V_DC_Source,,,,,Passed,0.097
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.046
Wait,,,,,Passed,0.516
Connect DUT,,,,,Passed,5.183
Wait,,,,,Passed,0.517
Blowing_water,,,,,Passed,0.237
Sleep Power Current Measure,0.00353,uA,0,100,Passed,1.141
Read FT_ResolverSin_U16,,,,,Passed,2.547
Read FT_ResolverSin_U16 Max,3482,,3000,3899,Passed,0.014
Read FT_ResolverSin_U16 Min,602,,400,700,Passed,0.015
Read FT_ResolverCos_U16,,,,,Passed,2.548
Read FT_ResolverCos_U16 Max,3496,,3000,3899,Passed,0.013
Read FT_ResolverCos_U16 Min,600,,400,700,Passed,0.014
Resolver excitation,10.880,,10,12,Passed,0.125
Switch OFF 14,,,,,Passed,0.138
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.163
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.163
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.174
Wait,,,,,Passed,0.117
Set UserVar_Dcs_MotCurReqByp_Cal=0.5,,,,,Passed,0.169
Set UserVar_Dcs_MotCurReqByp_Cal=0.5,,,,,Passed,0.171
Wait,,,,,Passed,0.117
Set UserVar_Dcs_bMotCurReqBypEna_Cal=1,,,,,Passed,0.171
Set UserVar_Dcs_bMotCurReqBypEna_Cal=1,,,,,Passed,0.175
Wait,,,,,Passed,5.017
Read Dcs_bMot Measure Current,2.304,A,1,3,Passed,0.154
Wait,,,,,Passed,0.516
Switch ON Current measure,,,,,Passed,0.134
Wait,,,,,Passed,1.017
Set UserVar_Dcs_MotCurReqByp_Cal=0,,,,,Passed,0.170
Set UserVar_Dcs_MotCurReqByp_Cal=0,,,,,Passed,0.171
Wait,,,,,Passed,0.117
Set UserVar_Dcs_bMotCurReqBypEna_Cal=0,,,,,Passed,0.167
Set UserVar_Dcs_bMotCurReqBypEna_Cal=0,,,,,Passed,0.171
Wait,,,,,Passed,1.017
Set UserVar_Pls_MotCurReqByp_Cal=0.5,,,,,Passed,0.174
Set UserVar_Pls_MotCurReqByp_Cal=0.5,,,,,Passed,0.175
Wait,,,,,Passed,0.118
Set UserVar_Pls_bMotCurReqBypEna_Cal=1,,,,,Passed,0.312
Set UserVar_Pls_bMotCurReqBypEna_Cal=1,,,,,Passed,0.174
Wait,,,,,Passed,6.017
Read Pls_bMot Measure Current,2.696,A,1,3,Passed,0.155
Wait,,,,,Passed,0.517
Set UserVar_Pls_MotCurReqByp_Cal=0,,,,,Passed,0.177
Set UserVar_Pls_bMotCurReqBypEna_Cal=0,,,,,Passed,0.032
OFF 00,,,,,Passed,0.050
OFF 01,,,,,Passed,0.054
OFF 02,,,,,Passed,0.055
OFF 03,,,,,Passed,0.053
Wait,,,,,Passed,0.517
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.055
Wait,,,,,Passed,0.118
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.050
Wait,,,,,Passed,0.118
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.049
Wait,,,,,Passed,0.117
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.050
Wait,,,,,Passed,1.018
Read UserVar_DogCluPosnRatSnsr,81.451,,60,90,Passed,0.024
Read ADEL_ParkPawlPosnRatSnsr,85.855,,60,90,Passed,0.024
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.048
Wait,,,,,Passed,0.116
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.048
Wait,,,,,Passed,0.117
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.050
Wait,,,,,Passed,0.117
UserVar_DogCluPosnRatSnsr OFF,,,,,Passed,0.049
Wait,,,,,Passed,1.017
Read ADEL_DogCluPosnRatSnsr,8.145,,0,20,Passed,0.026
Read ADEL_ParkPawlPosnRatSnsr,44.992,,40,50,Passed,0.026
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.065
Wait,,,,,Passed,0.117
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.059
Wait,,,,,Passed,0.117
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.049
Wait,,,,,Passed,0.117
UserVar_ParkPawlPosnRatSnsr OFF,,,,,Passed,0.050
Switch OFF Current measure,,,,,Passed,0.134
Voltage=6.5,,,,,Passed,0.142
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Read SASMACS_AclState,2,,2,2,Passed,0.026
Identity,,,,,Passed,0.025
Identity_OFF,,,,,Passed,0.025
Voltage=12.5V,,,,,Passed,0.146
Read BSW_u32VSICounterCkreq,True,,True,,Passed,1.537
Read BSW_u32VSICounterSafeCkreq,True,,True,,Passed,1.544
Wait,,,,,Passed,0.517
Set UserVar_Dcs_MotCurReqByp_Cal=-0.6,,,,,Passed,0.171
Wait,,,,,Passed,0.117
Set UserVar_Dcs_MotCurReqByp_Cal=-0.5,,,,,Passed,0.171
Set UserVar_Dcs_MotCurReqByp_Cal=-0.5,,,,,Passed,0.179
Wait,,,,,Passed,0.117
ReSet UserVar_Dcs_bMotCurReqBypEna_Cal=1,,,,,Passed,0.172
ReSet UserVar_Dcs_bMotCurReqBypEna_Cal=1,,,,,Passed,0.177
Wait,,,,,Passed,6.017
Read Dcs_bMot Measure Current,1.779,A,1,3,Passed,0.156
Wait,,,,,Passed,0.517
Switch ON Current measure,,,,,Passed,0.134
Wait,,,,,Passed,1.017
Set UserVar_Dcs_MotCurReqByp_Cal=0,,,,,Passed,0.173
Set UserVar_Dcs_MotCurReqByp_Cal=0,,,,,Passed,0.171
Wait,,,,,Passed,0.116
Set UserVar_Dcs_bMotCurReqBypEna_Cal=0,,,,,Passed,0.173
Set UserVar_Dcs_bMotCurReqBypEna_Cal=0,,,,,Passed,0.174
Wait,,,,,Passed,1.018
Set UserVar_Pls_MotCurReqByp_Cal=-0.5,,,,,Passed,0.169
Set UserVar_Pls_MotCurReqByp_Cal=-0.5,,,,,Passed,0.170
Wait,,,,,Passed,0.117
ReSet UserVar_Pls_bMotCurReqBypEna_Cal=1,,,,,Passed,0.170
ReSet UserVar_Pls_bMotCurReqBypEna_Cal=1,,,,,Passed,0.171
Wait,,,,,Passed,7.017
Read Pls_bMot Measure Current,2.0570,A,1,3,Passed,0.155
Wait,,,,,Passed,0.516
Set UserVar_Pls_MotCurReqByp_Cal=0,,,,,Passed,0.171
Set UserVar_Pls_bMotCurReqBypEna_Cal=0,,,,,Passed,0.035
Wait,,,,,Passed,0.517
Set MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.161
Wait,,,,,Passed,0.517
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.158
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.160
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.047
HV_Source ON,,,,,Passed,0.045
Apply HV Battery = 450V,,,,,Passed,0.045
Apply HV Battery =1A,,,,,Passed,0.045
Wait,,,,,Passed,1.018
Read MAIN_VSIRxaFaultBOverVoltVBat,ON,,ON,,Passed,0.026
Wait,,,,,Passed,0.517
HV_Source OFF,,,,,Passed,0.044
HV_Channel OFF,,,,,Passed,0.129
